29/03/2022 16:13:42,Disconnected,0,0,0,0,0,0
29/03/2022 16:17:08,Disconnected,0,0,0,0,0,0
29/03/2022 16:18:05,Disconnected,0,0,0,0,0,0
29/03/2022 16:18:37,Disconnected,765.9999999999998,2385,1619.0000000000002,16,82,31.580815724081233
29/03/2022 16:18:48,Disconnected,765.9999999999998,2385,1619.0000000000002,16,82,31.580815724081233
29/03/2022 16:19:00,Disconnected,685,2368,1683,16,82,31.580815724081233
29/03/2022 16:19:11,Disconnected,685,2368,1683,16,82,0.0
29/03/2022 16:19:23,Disconnected,685,2368,1683,16,82,31.580815724081233
29/03/2022 16:19:35,Disconnected,685,2368,1683,16,82,31.580815724081233
29/03/2022 16:19:46,Disconnected,677,2770,2093,16,82,31.580815724081233
29/03/2022 16:19:58,Disconnected,677,2770,2093,16,82,31.580815724081233
29/03/2022 16:20:09,Disconnected,677,2770,2093,16,82,32.537413822095175
29/03/2022 16:20:21,Disconnected,677,2770,2093,16,82,32.537413822095175
29/03/2022 16:20:32,Disconnected,628,2852,2224,16,82,32.537413822095175
29/03/2022 16:20:44,Disconnected,628,2852,2224,16,82,32.537413822095175
29/03/2022 16:20:56,Disconnected,628,2852,2224,16,82,32.537413822095175
29/03/2022 16:21:08,Disconnected,628,2852,2224,16,82,32.537413822095175
29/03/2022 16:21:20,Disconnected,610,2743,2133,16,82,32.537413822095175
29/03/2022 16:21:32,Disconnected,610,2743,2133,16,82,32.537413822095175
29/03/2022 16:21:44,Disconnected,610,2743,2133,16,82,32.537413822095175
29/03/2022 16:21:55,Disconnected,610,2743,2133,16,82,32.537413822095175
29/03/2022 16:22:08,Disconnected,653,2746,2093,16,82,32.537413822095175
29/03/2022 16:22:20,Disconnected,653,2746,2093,16,82,32.537413822095175
29/03/2022 16:22:32,Disconnected,653,2746,2093,16,82,32.537413822095175
29/03/2022 16:22:44,Disconnected,617,2439,1822,16,82,32.537413822095175
29/03/2022 16:22:55,Disconnected,617,2439,1822,16,82,32.537413822095175
29/03/2022 16:23:07,Disconnected,617,2439,1822,16,82,32.537413822095175
29/03/2022 16:23:19,Disconnected,617,2439,1822,16,82,32.537413822095175
29/03/2022 16:23:31,Disconnected,695,2296,1601,16,82,0.0
29/03/2022 16:23:42,Disconnected,695,2296,1601,16,82,32.537413822095175
29/03/2022 16:23:54,Disconnected,695,2296,1601,16,82,32.537413822095175
29/03/2022 16:24:05,Disconnected,695,2296,1601,16,82,32.537413822095175
29/03/2022 16:24:18,Disconnected,674,2217,1543,16,82,32.537413822095175
29/03/2022 16:24:30,Disconnected,674,2217,1543,16,82,32.537413822095175
29/03/2022 16:24:41,Disconnected,674,2217,1543,16,82,32.537413822095175
29/03/2022 16:24:53,Disconnected,674,2217,1543,16,82,32.537413822095175
29/03/2022 16:25:05,Disconnected,670,2518,1848,16,82,0.0
29/03/2022 16:25:17,Disconnected,670,2518,1848,16,82,33.62106010500159
29/03/2022 16:25:28,Disconnected,670,2518,1848,16,82,33.62106010500159
29/03/2022 16:25:40,Disconnected,670,2518,1848,16,82,33.62106010500159
29/03/2022 16:25:52,Disconnected,670.9999999999998,2321,1650.0000000000002,16,82,33.62106010500159
29/03/2022 16:26:03,Disconnected,670.9999999999998,2321,1650.0000000000002,16,82,33.62106010500159
29/03/2022 16:26:15,Disconnected,670.9999999999998,2321,1650.0000000000002,16,82,33.62106010500159
29/03/2022 16:26:27,Disconnected,670.9999999999998,2321,1650.0000000000002,16,82,33.62106010500159
29/03/2022 16:26:38,Disconnected,616,2375,1759,16,82,33.62106010500159
29/03/2022 16:26:50,Disconnected,616,2375,1759,16,82,33.62106010500159
29/03/2022 16:27:02,Disconnected,616,2375,1759,16,82,33.62106010500159
29/03/2022 16:27:13,Disconnected,620,2539,1919,16,82,33.62106010500159
29/03/2022 16:27:25,Disconnected,620,2539,1919,16,82,33.62106010500159
29/03/2022 16:27:37,Disconnected,620,2539,1919,16,82,33.62106010500159
29/03/2022 16:27:49,Disconnected,620,2539,1919,16,82,33.62106010500159
29/03/2022 16:28:00,Disconnected,631,2708,2077,16,82,33.62106010500159
29/03/2022 16:28:12,Disconnected,631,2708,2077,16,82,33.62106010500159
29/03/2022 16:28:23,Disconnected,631,2708,2077,16,82,33.62106010500159
29/03/2022 16:28:35,Disconnected,631,2708,2077,16,82,33.62106010500159
29/03/2022 16:28:47,Disconnected,641,2597,1956,16,82,33.62106010500159
29/03/2022 16:28:59,Disconnected,641,2597,1956,16,82,33.62106010500159
29/03/2022 16:29:11,Disconnected,641,2597,1956,16,82,0.0
29/03/2022 16:29:22,Disconnected,641,2597,1956,16,82,33.62106010500159
29/03/2022 16:29:34,Disconnected,637,2753,2116,16,82,33.62106010500159
29/03/2022 16:29:46,Disconnected,637,2753,2116,16,82,33.62106010500159
